N,K,plan,path,vfft_ns,mkl_ns,vfft_gflops,ratio_vs_mkl,rt_err,route,flip,engaged
963,1,z:ilp,nat-oop,5085,5901,9.384,1.160,1.178e-15,prime,1,0
964,1,z:ilp,nat-oop,5128,5979,9.317,1.166,9.840e-16,prime,1,0
965,1,z:ilp,nat-oop,5138,5944,9.311,1.157,9.662e-16,prime,1,0
966,1,z:ilp,nat-oop,2902,3079,16.504,1.061,1.407e-15,chain3,1,0
967,1,z:ilp,nat-oop,5147,5921,9.316,1.150,7.296e-16,prime,1,0
968,1,z:ilp,nat-oop,1388,1463,34.576,1.054,9.901e-16,chain3,1,0
969,1,z:ilp,nat-oop,2273,4173,21.141,1.835,1.169e-15,flat,1,0
970,1,z:ilp,nat-oop,5983,14903,8.043,2.491,8.754e-16,prime,1,0
971,1,z:ilp,nat-oop,5374,5973,8.965,1.111,1.149e-15,prime,1,0
972,1,z:ilp,nat-oop,1050,1481,45.928,1.411,8.290e-16,chain3,1,0
973,1,z:ilp,nat-oop,5148,6062,9.381,1.178,7.993e-16,prime,1,0
974,1,z:ilp,nat-oop,5542,6010,8.724,1.084,6.666e-16,prime,1,0
975,1,z:ilp,nat-oop,1396,1497,34.686,1.073,9.632e-16,flat,1,0
976,1,z:ilp,nat-oop,5165,7706,9.384,1.492,9.068e-16,prime,1,0
977,1,z:ilp,nat-oop,5205,6083,9.321,1.169,1.055e-15,prime,1,0
978,1,z:ilp,nat-oop,5281,6020,9.199,1.140,1.054e-15,prime,1,0
979,1,z:ilp,nat-oop,5364,16932,9.067,3.157,1.084e-15,prime,1,0
980,1,z:ilp,nat-oop,2333,1416,20.871,0.607,5.528e-16,flat,1,0
981,1,z:ilp,nat-oop,5181,5998,9.409,1.158,9.347e-16,prime,1,0
982,1,z:ilp,nat-oop,5418,5987,9.008,1.105,6.965e-16,prime,1,0
983,1,z:ilp,nat-oop,5444,6117,8.975,1.124,9.591e-16,prime,1,0
984,1,z:ilp,nat-oop,5491,5185,8.909,0.944,7.555e-16,prime,1,0
985,1,z:ilp,nat-oop,5797,6048,8.449,1.043,1.347e-15,prime,1,0
986,1,z:ilp,nat-oop,5176,5294,9.473,1.023,1.014e-15,prime,1,0
987,1,z:ilp,nat-oop,6856,7405,7.160,1.080,7.627e-16,prime,1,0
988,1,z:ilp,nat-oop,2644,2943,18.584,1.113,1.541e-15,chain3,1,0
989,1,z:ilp,nat-oop,5773,8944,8.523,1.549,7.987e-16,prime,1,0
990,1,z:ilp,nat-oop,1317,1510,37.404,1.147,9.020e-16,chain3,1,0
991,1,z:ilp,nat-oop,5256,5947,9.382,1.131,7.452e-16,prime,1,0
992,1,z:ilp,nat-oop,5352,3905,9.226,0.730,7.610e-16,prime,1,0
993,1,z:ilp,nat-oop,5211,6206,9.487,1.191,7.810e-16,prime,1,0
994,1,z:ilp,nat-oop,5280,9979,9.372,1.890,8.288e-16,prime,1,0
995,1,z:ilp,nat-oop,5378,5960,9.212,1.108,8.266e-16,prime,1,0
996,1,z:ilp,nat-oop,7291,11517,6.803,1.580,9.790e-16,prime,1,0
997,1,z:ilp,nat-oop,5559,6050,8.932,1.088,9.498e-16,prime,1,0
998,1,z:ilp,nat-oop,5359,6024,9.277,1.124,8.496e-16,prime,1,0
999,1,z:ilp,nat-oop,6021,6886,8.266,1.144,1.054e-15,prime,1,0
1000,1,z:ilp,nat-oop,1311,1404,38.007,1.071,5.604e-16,chain3,1,0
1001,1,z:ilp,nat-oop,1594,1521,31.303,0.955,9.101e-16,flat,1,0
1002,1,z:ilp,nat-oop,5435,6339,9.189,1.166,1.429e-15,prime,1,0
1003,1,z:ilp,nat-oop,5392,12033,9.273,2.232,7.058e-16,prime,1,0
1004,1,z:ilp,nat-oop,5451,5959,9.183,1.093,6.760e-16,prime,1,0
1005,1,z:ilp,nat-oop,5416,12273,9.253,2.266,7.173e-16,prime,1,0
1006,1,z:ilp,nat-oop,5147,6105,9.748,1.186,7.821e-16,prime,1,0
1007,1,z:ilp,nat-oop,5232,10538,9.600,2.014,8.589e-16,prime,1,0
1008,1,z:ilp,nat-oop,1241,1325,40.521,1.068,7.605e-16,chain3,1,0
1009,1,z:ilp,nat-oop,5175,6380,9.727,1.233,9.082e-16,prime,1,0
1010,1,z:ilp,nat-oop,5144,15816,9.797,3.074,8.998e-16,prime,1,0
1011,1,z:ilp,nat-oop,5084,6038,9.924,1.187,9.380e-16,prime,1,0
1012,1,z:ilp,nat-oop,2192,3367,23.043,1.536,1.978e-15,chain3,1,0
1013,1,z:ilp,nat-oop,5268,6070,9.599,1.152,1.061e-15,prime,1,0
1014,1,z:ilp,nat-oop,1965,1668,25.761,0.849,9.467e-16,chain3,1,0
1015,1,z:ilp,nat-oop,5342,4386,9.488,0.821,6.546e-16,prime,1,0
1016,1,z:ilp,nat-oop,5253,18590,9.660,3.539,6.895e-16,prime,1,0
1017,1,z:ilp,nat-oop,5219,6115,9.734,1.172,9.615e-16,prime,1,0
1018,1,z:ilp,nat-oop,5183,6038,9.812,1.165,6.989e-16,prime,1,0
1019,1,z:ilp,nat-oop,5184,5982,9.822,1.154,9.110e-16,prime,1,0
1020,1,z:ilp,nat-oop,1660,2703,30.705,1.629,1.051e-15,chain3,1,0
1021,1,z:ilp,nat-oop,5149,6033,9.910,1.172,7.666e-16,prime,1,0
1022,1,z:ilp,nat-oop,5023,10524,10.170,2.095,9.388e-16,prime,1,0
1023,1,z:ilp,nat-oop,5095,4616,10.039,0.906,7.842e-16,prime,1,0
1024,1,z:ilp,nat-oop,719,852,71.229,1.186,4.013e-16,ztt,1,0
1025,1,z:ilp,nat-oop,10510,6530,4.877,0.621,7.244e-16,prime,1,0
1026,1,z:ilp,nat-oop,2669,2894,19.227,1.084,1.097e-15,chain3,1,0
1027,1,z:ilp,nat-oop,12549,14536,4.094,1.158,7.327e-16,prime,1,0
1028,1,z:ilp,nat-oop,10681,10004,4.815,0.937,1.027e-15,prime,1,0
1029,1,z:ilp,nat-oop,1585,1554,32.476,0.980,6.882e-16,flat,1,0
1030,1,z:ilp,nat-oop,10554,15976,4.884,1.514,6.767e-16,prime,1,0
1031,1,z:ilp,nat-oop,11282,9923,4.574,0.880,1.068e-15,prime,1,0
1032,1,z:ilp,nat-oop,10514,5609,4.913,0.533,8.191e-16,prime,1,0
1033,1,z:ilp,nat-oop,10209,10004,5.066,0.980,6.571e-16,prime,1,0
1034,1,z:ilp,nat-oop,10390,6551,4.983,0.630,8.815e-16,prime,1,0
1035,1,z:ilp,nat-oop,2243,3694,23.107,1.647,1.464e-15,flat,1,0
1036,1,z:ilp,nat-oop,10280,4896,5.047,0.476,7.087e-16,prime,1,0
1037,1,z:ilp,nat-oop,10357,12553,5.015,1.212,8.114e-16,prime,1,0
1038,1,z:ilp,nat-oop,10677,10131,4.871,0.949,9.974e-16,prime,1,0
1039,1,z:ilp,nat-oop,17223,9826,3.023,0.570,9.890e-16,prime,1,0
1040,1,z:ilp,nat-oop,1275,1536,40.873,1.204,9.697e-16,chain3,1,0
1041,1,z:ilp,nat-oop,10242,9951,5.094,0.972,8.218e-16,prime,1,0
1042,1,z:ilp,nat-oop,10493,9951,4.978,0.948,7.006e-16,prime,1,0
1043,1,z:ilp,nat-oop,10704,9891,4.885,0.924,8.049e-16,prime,1,0
1044,1,z:ilp,nat-oop,10519,4066,4.976,0.387,7.953e-16,prime,1,0
1045,1,z:ilp,nat-oop,1972,3148,26.578,1.596,1.116e-15,flat,1,0
1046,1,z:ilp,nat-oop,11241,10191,4.667,0.907,8.846e-16,prime,1,0
1047,1,z:ilp,nat-oop,13547,9968,3.877,0.736,7.265e-16,prime,1,0
1048,1,z:ilp,nat-oop,10190,19849,5.159,1.948,8.817e-16,prime,1,0
1049,1,z:ilp,nat-oop,10999,10044,4.785,0.913,8.971e-16,prime,1,0
1050,1,z:ilp,nat-oop,1809,1503,29.134,0.831,6.285e-16,chain3,1,0
1051,1,z:ilp,nat-oop,6243,9912,8.449,1.588,1.902e-15,prime,1,0
1052,1,z:ilp,nat-oop,10642,10014,4.962,0.941,7.834e-16,prime,1,0
1053,1,z:ilp,nat-oop,1618,1798,32.677,1.111,1.207e-15,chain3,1,0
1054,1,z:ilp,nat-oop,11230,5297,4.712,0.472,8.588e-16,prime,1,0
1055,1,z:ilp,nat-oop,10268,9937,5.159,0.968,7.450e-16,prime,1,0
1056,1,z:ilp,nat-oop,1241,1628,42.735,1.312,1.143e-15,chain3,1,0
1057,1,z:ilp,nat-oop,10325,10082,5.142,0.976,8.182e-16,prime,1,0
1058,1,z:ilp,nat-oop,3795,5003,14.004,1.318,2.204e-15,flat,1,0
1059,1,z:ilp,nat-oop,13603,9909,3.911,0.728,8.147e-16,prime,1,0
1060,1,z:ilp,nat-oop,10633,7298,5.009,0.686,8.024e-16,prime,1,0
1061,1,z:ilp,nat-oop,11284,9990,4.725,0.885,8.183e-16,prime,1,0
1062,1,z:ilp,nat-oop,10585,8369,5.043,0.791,1.012e-15,prime,1,0
1063,1,z:ilp,nat-oop,10196,9903,5.241,0.971,7.614e-16,prime,1,0
1064,1,z:ilp,nat-oop,1601,2934,33.412,1.832,1.119e-15,chain3,1,0
1065,1,z:ilp,nat-oop,10567,13207,5.068,1.250,7.239e-16,prime,1,0
1066,1,z:ilp,nat-oop,10400,5935,5.155,0.571,8.552e-16,prime,1,0
1067,1,z:ilp,nat-oop,10348,9991,5.186,0.965,1.130e-15,prime,1,0
1068,1,z:ilp,nat-oop,10496,13945,5.119,1.329,8.707e-16,prime,1,0
1069,1,z:ilp,nat-oop,10568,10018,5.089,0.948,1.287e-15,prime,1,0
1070,1,z:ilp,nat-oop,10471,17421,5.142,1.664,6.667e-16,prime,1,0
1071,1,z:ilp,nat-oop,1899,3080,28.388,1.622,9.416e-16,flat,1,0
1072,1,z:ilp,nat-oop,10384,9074,5.196,0.874,6.860e-16,prime,1,0
1073,1,z:ilp,nat-oop,12451,9162,4.338,0.736,7.353e-16,prime,1,0
1074,1,z:ilp,nat-oop,10534,10018,5.133,0.951,7.435e-16,prime,1,0
1075,1,z:ilp,nat-oop,10639,7187,5.088,0.676,7.052e-16,prime,1,0
1076,1,z:ilp,nat-oop,10361,10061,5.230,0.971,9.074e-16,prime,1,0
1077,1,z:ilp,nat-oop,10558,10047,5.137,0.952,7.248e-16,prime,1,0
1078,1,z:ilp,nat-oop,1831,1941,29.657,1.060,9.427e-16,flat,1,0
1079,1,z:ilp,nat-oop,10301,16551,5.277,1.607,1.101e-15,prime,1,0
1080,1,z:ilp,nat-oop,1338,1667,40.669,1.246,7.967e-16,chain3,1,0
1081,1,z:ilp,nat-oop,10291,10192,5.293,0.990,7.631e-16,prime,1,0
1082,1,z:ilp,nat-oop,10378,10050,5.254,0.968,9.536e-16,prime,1,0
1083,1,z:ilp,nat-oop,2894,4999,18.861,1.727,1.093e-15,chain3,1,0
1084,1,z:ilp,nat-oop,14607,10052,3.741,0.688,1.028e-15,prime,1,0
1085,1,z:ilp,nat-oop,10988,4915,4.978,0.447,6.835e-16,prime,1,0
1086,1,z:ilp,nat-oop,10585,10018,5.174,0.947,7.457e-16,prime,1,0
1087,1,z:ilp,nat-oop,10753,10009,5.098,0.931,7.552e-16,prime,1,0
1088,1,z:ilp,nat-oop,1420,2646,38.635,1.863,1.002e-15,2p,1,0
1089,1,z:ilp,nat-oop,2559,1709,21.465,0.668,1.132e-15,chain3,1,0
1090,1,z:ilp,nat-oop,10272,18236,5.353,1.775,8.122e-16,prime,1,0
1091,1,z:ilp,nat-oop,16809,9932,3.275,0.591,8.015e-16,prime,1,0
1092,1,z:ilp,nat-oop,1681,1810,32.779,1.077,9.277e-16,chain3,1,0
1093,1,z:ilp,nat-oop,6683,10089,8.254,1.510,2.540e-15,prime,1,0
1094,1,z:ilp,nat-oop,10517,10033,5.251,0.954,1.083e-15,prime,1,0
1095,1,z:ilp,nat-oop,17411,14295,3.175,0.821,8.663e-16,prime,1,0
1096,1,z:ilp,nat-oop,12078,21966,4.582,1.819,7.535e-16,prime,1,0
1097,1,z:ilp,nat-oop,10821,10064,5.119,0.930,7.475e-16,prime,1,0
1098,1,z:ilp,nat-oop,10283,9057,5.393,0.881,7.576e-16,prime,1,0
1099,1,z:ilp,nat-oop,10369,10040,5.354,0.968,1.052e-15,prime,1,0
1100,1,z:ilp,nat-oop,1976,1713,28.126,0.867,6.479e-16,chain3,1,0
1101,1,z:ilp,nat-oop,12556,9955,4.430,0.793,8.963e-16,prime,1,0
1102,1,z:ilp,nat-oop,10378,5482,5.366,0.528,8.514e-16,prime,1,0
1103,1,z:ilp,nat-oop,10927,10066,5.101,0.921,7.643e-16,prime,1,0
1104,1,z:ilp,nat-oop,2086,3439,26.743,1.648,1.643e-15,chain3,1,0
1105,1,z:ilp,nat-oop,1930,3163,28.944,1.639,1.504e-15,flat,1,0
1106,1,z:ilp,nat-oop,10204,12337,5.480,1.209,7.246e-16,prime,1,0
1107,1,z:ilp,nat-oop,11263,7169,4.970,0.636,7.334e-16,prime,1,0
1108,1,z:ilp,nat-oop,10434,9906,5.370,0.949,6.084e-16,prime,1,0
1109,1,z:ilp,nat-oop,10548,9991,5.317,0.947,9.190e-16,prime,1,0
1110,1,z:ilp,nat-oop,10433,5111,5.381,0.490,8.199e-16,prime,1,0
1111,1,z:ilp,nat-oop,10339,9905,5.436,0.958,9.326e-16,prime,1,0
1112,1,z:ilp,nat-oop,10234,22385,5.497,2.187,7.163e-16,prime,1,0
1113,1,z:ilp,nat-oop,10373,9823,5.429,0.947,9.252e-16,prime,1,0
1114,1,z:ilp,nat-oop,10285,10049,5.482,0.977,8.405e-16,prime,1,0
1115,1,z:ilp,nat-oop,10521,9952,5.364,0.946,8.141e-16,prime,1,0
1116,1,z:ilp,nat-oop,10276,4557,5.498,0.443,8.101e-16,prime,1,0
1117,1,z:ilp,nat-oop,10357,10040,5.460,0.969,8.136e-16,prime,1,0
1118,1,z:ilp,nat-oop,10569,6568,5.356,0.621,6.946e-16,prime,1,0
1119,1,z:ilp,nat-oop,10293,9946,5.506,0.966,1.125e-15,prime,1,0
1120,1,z:ilp,nat-oop,1196,1631,47.414,1.363,5.403e-16,chain3,1,0
1121,1,z:ilp,nat-oop,10674,12999,5.320,1.218,8.221e-16,prime,1,0
1122,1,z:ilp,nat-oop,1883,2966,30.180,1.575,1.220e-15,chain3,1,0
1123,1,z:ilp,nat-oop,6061,10044,9.388,1.657,1.351e-15,prime,1,0
1124,1,z:ilp,nat-oop,11989,10113,4.751,0.844,9.398e-16,prime,1,0
1125,1,z:ilp,nat-oop,1601,1801,35.616,1.125,7.861e-16,flat,1,0
1126,1,z:ilp,nat-oop,10470,9997,5.451,0.955,8.064e-16,prime,1,0
1127,1,z:ilp,nat-oop,2501,3835,22.843,1.533,1.624e-15,chain3,1,0
1128,1,z:ilp,nat-oop,10652,6800,5.368,0.638,7.285e-16,prime,1,0
1129,1,z:ilp,nat-oop,10194,9982,5.615,0.979,1.005e-15,prime,1,0
1130,1,z:ilp,nat-oop,10530,19924,5.442,1.892,6.632e-16,prime,1,0
1131,1,z:ilp,nat-oop,10445,4925,5.492,0.471,9.452e-16,prime,1,0
1132,1,z:ilp,nat-oop,10850,10021,5.292,0.924,1.105e-15,prime,1,0
1133,1,z:ilp,nat-oop,10282,10037,5.590,0.976,6.614e-16,prime,1,0
1134,1,z:ilp,nat-oop,2458,1734,23.403,0.705,8.720e-16,chain3,1,0
1135,1,z:ilp,nat-oop,10419,9990,5.528,0.959,7.430e-16,prime,1,0
1136,1,z:ilp,nat-oop,10354,10274,5.568,0.992,7.717e-16,prime,1,0
1137,1,z:ilp,nat-oop,10305,10051,5.600,0.975,8.296e-16,prime,1,0
1138,1,z:ilp,nat-oop,10519,10027,5.492,0.953,5.868e-16,prime,1,0
1139,1,z:ilp,nat-oop,10469,14694,5.523,1.404,7.339e-16,prime,1,0
1140,1,z:ilp,nat-oop,2305,3194,25.117,1.386,1.006e-15,chain3,1,0
1141,1,z:ilp,nat-oop,10795,10062,5.367,0.932,9.004e-16,prime,1,0
1142,1,z:ilp,nat-oop,10274,10157,5.645,0.989,1.010e-15,prime,1,0
1143,1,z:ilp,nat-oop,10350,9949,5.610,0.961,8.563e-16,prime,1,0
1144,1,z:ilp,nat-oop,1717,1829,33.851,1.065,1.189e-15,chain3,1,0
1145,1,z:ilp,nat-oop,10590,10111,5.493,0.955,7.630e-16,prime,1,0
1146,1,z:ilp,nat-oop,10778,10226,5.403,0.949,8.414e-16,prime,1,0
1147,1,z:ilp,nat-oop,10282,10042,5.669,0.977,5.827e-16,prime,1,0
1148,1,z:ilp,nat-oop,10378,5965,5.622,0.575,7.421e-16,prime,1,0
1149,1,z:ilp,nat-oop,10340,10056,5.648,0.972,7.019e-16,prime,1,0
1150,1,z:ilp,nat-oop,3726,3694,15.692,0.992,1.763e-15,chain3,1,0
1151,1,z:ilp,nat-oop,8445,9994,6.930,1.183,1.971e-15,prime,1,0
1152,1,z:ilp,nat-oop,1319,1684,44.405,1.277,5.901e-16,chain3,1,0
1153,1,z:ilp,nat-oop,4345,11598,13.497,2.670,1.339e-15,prime,1,0
1154,1,z:ilp,nat-oop,10809,11604,5.430,1.073,8.005e-16,prime,1,0
1155,1,z:ilp,nat-oop,2472,1892,23.764,0.765,8.148e-16,chain3,1,0
1156,1,z:ilp,nat-oop,2473,4173,23.781,1.688,1.342e-15,chain3,1,0
1157,1,z:ilp,nat-oop,10529,20419,5.591,1.939,7.908e-16,prime,1,0
1158,1,z:ilp,nat-oop,10863,11610,5.425,1.069,8.348e-16,prime,1,0
1159,1,z:ilp,nat-oop,10600,14073,5.565,1.328,8.320e-16,prime,1,0
1160,1,z:ilp,nat-oop,10684,4397,5.526,0.412,7.918e-16,prime,1,0
1161,1,z:ilp,nat-oop,14212,7892,4.159,0.555,8.769e-16,prime,1,0
1162,1,z:ilp,nat-oop,10402,13712,5.687,1.318,8.621e-16,prime,1,0
1163,1,z:ilp,nat-oop,11004,11479,5.381,1.043,7.693e-16,prime,1,0
1164,1,z:ilp,nat-oop,10815,16689,5.481,1.543,7.337e-16,prime,1,0
1165,1,z:ilp,nat-oop,10526,11646,5.637,1.106,6.658e-16,prime,1,0
1166,1,z:ilp,nat-oop,10358,8582,5.734,0.829,7.925e-16,prime,1,0
1167,1,z:ilp,nat-oop,10466,11546,5.680,1.103,8.349e-16,prime,1,0
1168,1,z:ilp,nat-oop,10581,11097,5.624,1.049,7.572e-16,prime,1,0
1169,1,z:ilp,nat-oop,10321,11651,5.771,1.129,7.678e-16,prime,1,0
1170,1,z:ilp,nat-oop,2776,1898,21.478,0.684,1.149e-15,chain3,1,0
1171,1,z:ilp,nat-oop,6639,11499,8.990,1.732,1.379e-15,prime,1,0
1172,1,z:ilp,nat-oop,10376,11561,5.758,1.114,8.647e-16,prime,1,0
1173,1,z:ilp,nat-oop,3641,5803,16.423,1.594,1.748e-15,flat,1,0
1174,1,z:ilp,nat-oop,10646,11543,5.622,1.084,7.918e-16,prime,1,0
1175,1,z:ilp,nat-oop,10344,8813,5.792,0.852,6.849e-16,prime,1,0
1176,1,z:ilp,nat-oop,1555,1757,38.571,1.130,4.825e-16,chain3,1,0
1177,1,z:ilp,nat-oop,10412,11611,5.766,1.115,7.011e-16,prime,1,0
1178,1,z:ilp,nat-oop,11132,6089,5.398,0.547,7.196e-16,prime,1,0
1179,1,z:ilp,nat-oop,10351,11532,5.811,1.114,6.042e-16,prime,1,0
1180,1,z:ilp,nat-oop,10792,9110,5.579,0.844,9.674e-16,prime,1,0
1181,1,z:ilp,nat-oop,10439,11686,5.773,1.120,6.880e-16,prime,1,0
1182,1,z:ilp,nat-oop,10436,11641,5.780,1.115,7.781e-16,prime,1,0
1183,1,z:ilp,nat-oop,2781,1909,21.713,0.686,1.297e-15,chain3,1,0
1184,1,z:ilp,nat-oop,10421,5474,5.800,0.525,6.506e-16,prime,1,0
1185,1,z:ilp,nat-oop,10717,16854,5.645,1.573,7.894e-16,prime,1,0
1186,1,z:ilp,nat-oop,10359,11543,5.846,1.114,8.385e-16,prime,1,0
1187,1,z:ilp,nat-oop,10452,11605,5.799,1.110,9.247e-16,prime,1,0
1188,1,z:ilp,nat-oop,1573,1935,38.573,1.230,9.500e-16,chain3,1,0
1189,1,z:ilp,nat-oop,10392,11117,5.844,1.070,9.026e-16,prime,1,0
1190,1,z:ilp,nat-oop,2987,3404,20.353,1.140,1.594e-15,chain3,1,0
1191,1,z:ilp,nat-oop,10327,11599,5.892,1.123,9.168e-16,prime,1,0
1192,1,z:ilp,nat-oop,11130,26328,5.472,2.365,7.561e-16,prime,1,0
1193,1,z:ilp,nat-oop,10362,11633,5.883,1.123,8.557e-16,prime,1,0
1194,1,z:ilp,nat-oop,10650,11592,5.730,1.088,9.044e-16,prime,1,0
1195,1,z:ilp,nat-oop,10411,11534,5.867,1.108,9.158e-16,prime,1,0
1196,1,z:ilp,nat-oop,2617,3913,23.366,1.496,1.447e-15,chain3,1,0
1197,1,z:ilp,nat-oop,2658,3632,23.027,1.367,1.425e-15,flat,1,0
1198,1,z:ilp,nat-oop,10303,11703,5.945,1.136,7.606e-16,prime,1,0
1199,1,z:ilp,nat-oop,10297,11671,5.954,1.133,8.356e-16,prime,1,0
1200,1,z:ilp,nat-oop,1936,1699,31.706,0.878,6.856e-16,chain3,1,0
1201,1,z:ilp,nat-oop,8477,11602,7.247,1.369,2.257e-15,prime,1,0
1202,1,z:ilp,nat-oop,10642,11613,5.778,1.091,9.119e-16,prime,1,0
1203,1,z:ilp,nat-oop,10523,11615,5.849,1.104,6.373e-16,prime,1,0
1204,1,z:ilp,nat-oop,10385,6613,5.932,0.637,7.581e-16,prime,1,0
1205,1,z:ilp,nat-oop,10726,11669,5.749,1.088,7.067e-16,prime,1,0
1206,1,z:ilp,nat-oop,13656,11031,4.520,0.808,6.555e-16,prime,1,0
1207,1,z:ilp,nat-oop,10909,16577,5.663,1.520,7.835e-16,prime,1,0
1208,1,z:ilp,nat-oop,10696,11654,5.782,1.090,7.495e-16,prime,1,0
1209,1,z:ilp,nat-oop,10487,5604,5.902,0.534,6.505e-16,prime,1,0
1210,1,z:ilp,nat-oop,3949,2342,15.690,0.593,7.385e-16,chain3,1,0
1211,1,z:ilp,nat-oop,10357,11455,5.988,1.106,8.864e-16,prime,1,0
1212,1,z:ilp,nat-oop,10461,18168,5.934,1.737,6.104e-16,prime,1,0
1213,1,z:ilp,nat-oop,10385,11581,5.983,1.115,7.938e-16,prime,1,0
1214,1,z:ilp,nat-oop,10656,11627,5.836,1.091,9.485e-16,prime,1,0
1215,1,z:ilp,nat-oop,1730,2115,35.977,1.223,8.498e-16,chain3,1,0
1216,1,z:ilp,nat-oop,1730,3182,36.026,1.840,1.076e-15,2p,1,0
1217,1,z:ilp,nat-oop,7160,11785,8.710,1.646,1.766e-15,prime,1,0
1218,1,z:ilp,nat-oop,10492,4616,5.950,0.440,8.255e-16,prime,1,0
1219,1,z:ilp,nat-oop,10634,13340,5.876,1.254,9.197e-16,prime,1,0
1220,1,z:ilp,nat-oop,10541,9923,5.933,0.941,5.370e-16,prime,1,0
1221,1,z:ilp,nat-oop,10682,6833,5.860,0.640,6.629e-16,prime,1,0
1222,1,z:ilp,nat-oop,10299,7810,6.084,0.758,6.614e-16,prime,1,0
1223,1,z:ilp,nat-oop,10417,11708,6.020,1.124,9.011e-16,prime,1,0
1224,1,z:ilp,nat-oop,1846,3253,34.013,1.762,1.129e-15,chain3,1,0
1225,1,z:ilp,nat-oop,1894,1912,33.174,1.010,7.979e-16,flat,1,0
1226,1,z:ilp,nat-oop,10490,11644,5.996,1.110,9.480e-16,prime,1,0
1227,1,z:ilp,nat-oop,10436,11546,6.032,1.106,8.756e-16,prime,1,0
1228,1,z:ilp,nat-oop,10449,11592,6.030,1.109,7.447e-16,prime,1,0
1229,1,z:ilp,nat-oop,10634,11606,5.931,1.091,7.453e-16,prime,1,0
1230,1,z:ilp,nat-oop,10557,6304,5.980,0.597,6.806e-16,prime,1,0
1231,1,z:ilp,nat-oop,10556,11550,5.986,1.094,1.018e-15,prime,1,0
1232,1,z:ilp,nat-oop,1417,1763,44.622,1.244,8.109e-16,chain3,1,0
1233,1,z:ilp,nat-oop,10760,11683,5.883,1.086,7.924e-16,prime,1,0
1234,1,z:ilp,nat-oop,10807,11720,5.863,1.084,9.544e-16,prime,1,0
1235,1,z:ilp,nat-oop,2556,3767,24.815,1.474,1.340e-15,flat,1,0
1236,1,z:ilp,nat-oop,10487,18450,6.053,1.759,7.647e-16,prime,1,0
1237,1,z:ilp,nat-oop,10562,11685,6.015,1.106,7.624e-16,prime,1,0
1238,1,z:ilp,nat-oop,10467,11739,6.076,1.122,7.160e-16,prime,1,0
1239,1,z:ilp,nat-oop,10609,12270,6.000,1.157,6.981e-16,prime,1,0
1240,1,z:ilp,nat-oop,11088,4918,5.746,0.444,1.213e-15,prime,1,0
1241,1,z:ilp,nat-oop,10446,17643,6.105,1.689,6.334e-16,prime,1,0
1242,1,z:ilp,nat-oop,2947,3997,21.660,1.356,1.831e-15,flat,1,0
1243,1,z:ilp,nat-oop,13917,11659,4.591,0.838,7.607e-16,prime,1,0
1244,1,z:ilp,nat-oop,10610,11532,6.027,1.087,8.992e-16,prime,1,0
1245,1,z:ilp,nat-oop,11454,19305,5.588,1.685,6.435e-16,prime,1,0
1246,1,z:ilp,nat-oop,10476,16310,6.116,1.557,5.730e-16,prime,1,0
1247,1,z:ilp,nat-oop,10388,12050,6.173,1.160,7.649e-16,prime,1,0
1248,1,z:ilp,nat-oop,1435,1993,44.724,1.389,9.061e-16,chain3,1,0
1249,1,z:ilp,nat-oop,5678,11718,11.314,2.064,1.379e-15,prime,1,0
1250,1,z:ilp,nat-oop,3396,2006,18.931,0.591,5.097e-16,chain3,1,0
1251,1,z:ilp,nat-oop,10837,11532,5.938,1.064,9.463e-16,prime,1,0
1252,1,z:ilp,nat-oop,10811,11632,5.959,1.076,6.985e-16,prime,1,0
1253,1,z:ilp,nat-oop,10960,11711,5.883,1.069,1.025e-15,prime,1,0
1254,1,z:ilp,nat-oop,2572,3549,25.095,1.380,1.103e-15,chain3,1,0
1255,1,z:ilp,nat-oop,10412,11558,6.204,1.110,8.242e-16,prime,1,0
1256,1,z:ilp,nat-oop,12366,11527,5.228,0.932,8.738e-16,prime,1,0
1257,1,z:ilp,nat-oop,10668,11686,6.066,1.095,8.259e-16,prime,1,0
1258,1,z:ilp,nat-oop,11312,7126,5.726,0.630,9.081e-16,prime,1,0
1259,1,z:ilp,nat-oop,10317,11600,6.284,1.124,7.213e-16,prime,1,0
1260,1,z:ilp,nat-oop,1667,1952,38.933,1.171,5.848e-16,chain3,1,0
1261,1,z:ilp,nat-oop,10627,11639,6.111,1.095,7.760e-16,prime,1,0
1262,1,z:ilp,nat-oop,10614,11856,6.124,1.117,5.715e-16,prime,1,0
1263,1,z:ilp,nat-oop,10505,11426,6.193,1.088,8.443e-16,prime,1,0
1264,1,z:ilp,nat-oop,10762,13109,6.051,1.218,7.312e-16,prime,1,0
1265,1,z:ilp,nat-oop,3045,4391,21.405,1.442,1.661e-15,flat,1,0
1266,1,z:ilp,nat-oop,11431,11701,5.707,1.024,8.374e-16,prime,1,0
1267,1,z:ilp,nat-oop,11220,11589,5.820,1.033,9.616e-16,prime,1,0
1268,1,z:ilp,nat-oop,11323,11629,5.772,1.027,1.094e-15,prime,1,0
1269,1,z:ilp,nat-oop,10669,9669,6.131,0.906,7.780e-16,prime,1,0
1270,1,z:ilp,nat-oop,10449,24599,6.266,2.354,8.246e-16,prime,1,0
1271,1,z:ilp,nat-oop,14729,12226,4.449,0.830,7.318e-16,prime,1,0
